,Crypto,South America,Asian Markets,Aviation,Pharma,Korea Conflict,Shipping,Automotive,Commodities,Energy,Insurance,Oil,China-US Trade Conflict,Steel,Real Estate & Living,Russia,Spain,Telecommunication,Logistic,Covid,Brexit,US Election,Italy,Foreign Exchange,IPO,IT,Startup,Semi-Conductors,Africa,Social Media,Connectivity,Media,Payment Solutions,Food & Beverage,Retail,Fashion,Sports,Poland,Balkan,Private Equity,Stock Markets,Oil countries,Turkey,Tax Evasion,France,Fixed Income,Education,Iran Conflict,EU,Greece Dept Crisis,Egypt,Fed,Economic Forecast,ECB,Brithish Banks,Wall Street Banks,Libya,Refugees,Isreael-Palestina Conflict,US Stock Market,Swiss Banks,Taliban,Health,Syria,Iraq,German local Banks,German Banks,German Financial Politics,Asset Management,Family Politics,Worker Union,Pension,Social System,German Stock Market,German Right Wing Parties,German Parties,Date
77,2.28E-06,-7.18E-05,-0.003191523,-0.000551932,-0.012478687,-0.001958047,0.000702422,-0.000541302,-0.004309707,-0.001078527,-0.000333955,5.35E-05,0,-0.000424842,-0.000179934,-0.000168722,-0.003428637,-0.000310617,0.000327592,-6.60E-05,-0.000239295,-0.000398941,0,-0.000129848,8.06E-05,0.000348292,0,-0.000118067,-0.000528219,-1.85E-05,0.000627831,-0.007054413,-0.001476489,0,-0.000607189,0,-0.000876122,0,0.000117465,-0.000330726,-0.0005745,6.78E-05,0.000118082,-0.001432395,-0.000908451,-0.000814899,0,-0.000317887,-0.002055883,-0.002584746,0,-0.001396831,0.000417752,0.00121262,-0.001514444,-0.003381562,-0.002162274,-1.04E-06,-0.001595602,-0.002078582,0,-0.000366721,-0.000416968,-0.001627961,-3.23E-06,-0.002687054,6.63E-06,-0.001395354,-0.000443098,-0.000446204,-0.000138553,-0.002295621,0,-0.000405913,-0.010470012,-0.000859342,30.06.10
78,0,-0.000560944,-0.004347362,-0.002110485,-0.001999263,-0.000462415,0.00233341,-0.001006054,-0.000910951,0.001135039,-0.000448782,0.000402288,-0.000511545,-0.000611928,-0.003032125,-0.001270289,-0.002805103,-0.000972415,0.000367307,-2.14E-05,-0.001328454,0.000242884,-0.000367402,-0.000829567,0.000677559,0.001134286,0,-1.58E-05,-0.000999106,-1.79E-05,0.001061021,-0.004419284,-0.003439084,-0.000508478,0.000798103,0.000933389,9.19E-07,-0.000118294,-0.002000341,-0.002022196,-0.001078062,0.000314553,-0.000868549,-0.000921338,-0.000277207,0.00107661,0,-0.000439441,0.001621731,0.000667007,-2.56E-06,-0.001466715,-0.000216481,0.002514321,-0.00035856,-0.001066018,-0.000788024,0.000442575,-0.003096163,-0.00276874,0,-0.000804965,-0.000505055,-0.002153629,0.000282673,-0.000269032,-0.000318348,-0.001137127,0.000385545,-0.001019595,-0.000857295,0.002908719,0,-0.001053362,-0.00462091,0.001312991,31.07.10
79,0,-9.44E-05,-0.002585849,-0.000695004,-0.002151955,-0.000476489,4.45E-05,0.000168582,-0.004338555,-0.000843097,-2.29E-05,0.000720528,-9.07E-05,-2.25E-06,-0.001183393,-0.000343296,-0.003416489,0.001879408,-0.000379563,-1.32E-07,6.63E-05,-0.000484062,-0.000771237,-0.000776275,-0.000584065,0.00167397,-1.07E-06,0.001640765,-0.000571389,-0.000541978,-0.00089848,-0.005991611,3.72E-05,-8.41E-05,0.000811416,8.05E-06,2.99E-06,-7.82E-05,-0.000132221,2.59E-06,-0.002142795,-0.000449438,-0.000862904,-5.39E-05,0,-0.001365777,7.21E-07,-0.001551396,0.008025368,0.000340542,-0.001794477,-0.000432469,-0.00046927,0.001594786,-0.001951528,-0.001262646,-0.008260928,0,-0.00152231,-0.001304976,0,-0.001014757,-0.00095743,-0.000566565,0.000958409,-0.000680153,-0.000487557,-0.002013712,-0.000474937,-0.00121678,-0.000358997,-0.005171886,0,0.001822089,-0.004859668,-0.002850541,31.08.10
80,0,0.003305585,-0.005358405,0.000459216,-0.001279302,-0.001350912,-0.000930958,-0.002324588,-0.001509758,-0.00080519,0.000602449,0.000449178,0,9.18E-06,-0.000330325,-0.000281287,-0.001294441,0.000443759,-2.26E-05,0,0.000203909,-0.000478018,7.97E-07,5.38E-05,-0.000225557,-0.000133019,-8.82E-05,-8.39E-05,9.12E-05,0.000373306,0.000618499,-0.001545793,-0.00088186,0,0.000414801,0,-0.000237438,8.57E-05,4.14E-05,-8.05E-06,-0.000915127,-0.000521026,-0.001566836,-0.001843735,-0.00067557,-0.000303306,0,-0.001033334,-5.24E-05,-2.52E-05,-0.000244295,-0.000960098,0,-0.000206475,-0.001979886,-0.000162968,-0.002390321,2.76E-06,-0.002631077,-0.003482854,0,-0.000643086,-0.000145208,5.59E-07,-0.000721817,-0.002408099,-0.000359281,-0.000237756,-0.001806717,-2.26E-05,-0.001796107,-0.00257375,0,0.000103163,-0.003550158,-0.000585985,30.09.10
81,0,9.94E-05,-0.001592951,-0.000266414,-0.002804987,0.001166726,5.19E-05,-0.000909125,-0.000841002,-0.001883837,0.000529464,6.59E-06,-0.000454804,-6.17E-05,-0.002233968,-0.000220647,-0.0036995,-0.00019709,-0.000342557,-7.35E-05,-0.000656305,0.000385438,0,-3.43E-05,-0.000422982,-0.001413526,-0.000435253,0.00090631,0.000370686,0.000634078,-0.000648226,-0.005272645,-0.000991123,-0.000503624,-0.000258241,-0.000969409,0.000175443,-0.00072607,-0.000581117,0,-0.000438862,-0.000142,0.00158577,-0.000553883,-0.000608785,-0.002408146,0,-0.000250907,0.000381351,0.000310303,-0.000923312,-0.002918695,0,0.000855694,-0.002240743,-0.000497406,-0.00447945,-0.001325951,-0.000940386,-0.002061168,0,-0.000350412,-0.001133129,-0.000163251,-0.000405152,-0.000177542,4.94E-05,3.64E-06,0.000642996,-0.000398686,-0.000575245,-0.000546155,0,0.000201865,-0.00105606,-0.001540491,31.10.10
82,0,0.000525597,-0.001062146,0.001401134,0.000149201,-0.002263622,0.000955748,0.000561586,-0.00143164,-0.000296506,0.000599354,0.000248899,0,-0.000163979,-0.001319937,-0.001442697,-0.003581253,-0.000758851,-0.00198555,-0.000573026,-0.000205161,0.000105211,-0.00013689,-0.000565822,-0.0002186,-0.000399327,9.22E-06,0.000469666,7.67E-05,0.000458133,0.00103784,-0.000453295,-0.000947932,0,0.000219941,-0.00034886,-0.000145487,0,-0.000356055,-9.00E-05,-0.001503985,-0.000210364,-0.010208508,-0.00049735,-0.000144183,-0.001941875,-0.000396129,-0.001006935,0.001846349,-0.001042203,-0.000727612,-0.000587753,0,0.001494693,-0.003975399,0.000529072,-0.002488839,1.16E-05,-0.000695262,-0.000621868,0,-0.00032184,-0.002901483,-0.001903241,-0.001100702,-0.003444562,-0.001071408,-0.001160569,-0.000892432,-0.000492808,-0.001345349,-0.000760336,0,0.001159633,-0.001766525,0.004803513,30.11.10
83,0,0.001188471,-0.005118403,-0.001580318,-0.001159011,0.001568397,-0.000814129,0.001286765,-0.004589929,-0.001793037,4.22E-05,-0.000663089,0,-0.000675701,-0.001197444,-0.00142744,-0.001897144,-9.84E-05,0.000146307,-0.000435015,0.000292486,-0.001637548,-0.004141833,-0.000415424,-0.000748622,0.000375612,-4.71E-05,-0.000376351,9.43E-06,0.000686871,0.000667595,-0.003615552,-0.001603673,-0.000129329,-0.00031587,6.07E-06,-0.000310284,1.47E-05,-0.000325921,0,-0.000866247,-0.000826657,-0.00580895,-0.001379236,-0.0027549,-0.001606169,3.97E-05,-0.00010651,0.001787227,-0.001127311,0.000251073,-3.92E-05,0,0.002037329,-0.003259038,-0.000214337,-0.002754803,-7.05E-05,-0.001304217,-0.002106561,0,-0.000495271,-0.000773657,-0.00140702,2.52E-05,0.00051755,0.000901411,0.000400729,9.32E-05,-0.001076703,-0.001272471,-0.004754309,0,0.001471222,-0.008792969,-0.003244497,31.12.10
84,0,-0.000293564,-0.00077434,0.000636148,-0.00263064,0.002546594,0.001313606,0.000630002,-0.001783159,-0.002003636,-0.00016024,-0.000167363,0,-0.002431106,-0.003115566,-0.00140258,-0.001091378,0.000201455,0.000991758,0.000158614,0.000341785,-0.001522118,-0.00066485,-0.000364491,-0.001792644,0.000700668,-1.52E-05,-0.007329109,0,0.000167423,0.00043501,0.000469302,-0.00076572,0,-0.000403102,0.000444975,-0.000181605,0,0.000184112,2.49E-05,0.000147723,-3.76E-05,-0.001027873,-0.000742265,6.78E-05,-0.000342849,-0.008021874,-0.000478554,0.002578176,0.000368848,-0.000485186,-0.000933415,0,-0.000671641,-0.001945939,-1.87E-05,0.001685931,0,-0.000414624,6.22E-05,0,0,-0.001029788,-0.000167429,-0.000716025,-0.003104892,-0.000516879,0.000282732,-3.47E-05,-9.92E-05,0.000241302,0.001516666,0,0.000311941,-0.003378959,0.004335555,31.01.11
85,0,0.001399174,-0.001624919,-0.001076476,-0.005437319,-0.003055789,0.00033277,-0.00121339,-0.001522154,-0.000699086,0.001354355,-7.63E-05,0,0,-0.00097076,-0.002113371,-0.0013081,-0.000183083,-0.0007123,-0.000277389,-0.000562045,0.001755699,-0.00074335,-1.56E-05,-0.000313781,0.001961163,0,0.001892482,-3.90E-05,0.000246605,0.001405521,-0.001388408,-0.000462583,0,-4.73E-05,-0.00012067,-0.00264203,-0.000711387,-0.000628119,-0.000521347,-0.001126409,-0.000366589,-0.001687922,-0.000686281,0.000234596,-0.002210907,-0.01166742,-0.000185124,0.001818251,-0.002596709,-0.001782288,0.000762471,-0.006541731,-0.000368455,-0.006051902,-0.000743302,-0.001050894,-0.000197673,-0.001118085,-3.47E-05,0,-0.00041603,-0.000842389,3.08E-05,-0.000278791,0.000127961,0.000210461,-0.000434358,-0.000718382,9.01E-05,-0.001877652,0.000190393,0,0.001557478,-0.001371943,-0.003236289,28.02.11
86,0,0.000867418,-0.019427872,-0.000582605,-0.005189533,-0.000446073,0.000383879,-0.000908067,-0.001928787,-0.001434911,-0.000230826,-3.78E-05,-2.23E-05,-0.000523402,-0.001071307,-0.001075219,0.000168988,-0.000647579,0.000492966,-8.82E-05,-9.09E-05,-0.000537311,-0.001031978,-0.000265185,-0.000830561,0.000731031,4.74E-06,0.000634473,0,0.000985348,1.95E-05,-0.010244546,0,0,2.74E-05,-0.000952782,-0.001412631,0,0,-0.000702974,-5.99E-05,-0.000924183,-0.002080473,-0.001440367,-0.001006998,-0.000882754,-0.002105876,7.04E-05,0.00175451,5.86E-05,-0.000165187,0.00022555,-0.014930452,0.00152942,-0.003512804,-0.001484636,-0.004752642,4.97E-05,-0.001686935,0.000384969,-0.003028258,-0.000406683,-0.00087765,3.35E-06,-0.000541692,-0.000760667,-2.15E-05,0,-2.92E-05,-9.38E-05,-0.00092211,-0.004577831,0,0.000434121,-0.008719304,-0.011116909,31.03.11
87,0,0.000221937,-0.012448051,-0.00081484,-0.003765906,-0.000430462,-0.0005175,-0.000395612,-0.001361253,-0.001539372,-0.000409454,0.000315821,0,-0.001207085,-0.003672224,-0.000797758,0.000650109,-0.000764746,0.001138771,-2.80E-05,-0.000146645,0.001430891,-0.004755775,-0.001139497,0.000703969,0.000411074,0,-9.00E-05,-0.000214386,4.17E-06,9.18E-05,-0.005821697,0,-0.000271789,0.000712457,0.000225445,-0.000615942,-9.35E-05,-0.000473709,0,-0.000738346,-0.000417569,-0.002729194,-0.001360503,-8.07E-06,-0.002438606,-0.003006056,-0.001619514,0.000693576,-0.001608457,-0.000849256,-0.001150312,-0.007796505,0.004690629,-0.004475579,-0.001025305,-6.40E-05,-0.000689367,-0.002744407,-0.000212586,-0.007192834,-0.000260191,-0.000153711,0,0.000898454,-0.000529159,-0.000336243,-0.001643575,-0.000670183,-0.000484322,-0.001062973,0.002777919,0,1.15E-05,-0.002644048,-0.010451927,30.04.11
88,0,-0.003554805,-0.007406954,-0.001486725,-0.003983739,-0.001163498,0.000920537,0.00080972,-0.000876769,-0.002418345,-0.0001077,-0.000289008,-0.00048318,-0.000197617,0.000187267,-0.001274023,-0.005051382,0.000445515,-0.000406716,-0.000283783,-0.000311144,5.79E-05,-0.00028068,-0.000377482,-0.000896714,-0.00122693,5.47E-05,0.000832079,0.000348116,0.000740442,-0.00018,-0.003703557,0,-0.00170015,0,-0.000474939,-0.000349001,-0.000265593,-6.42E-05,-1.69E-05,-0.000677692,-0.000267068,-0.001649868,-0.001177469,-0.000418296,-0.005599368,-0.000948299,-7.15E-05,-0.000399837,-0.00128255,-0.001841064,-7.19E-05,-0.005117091,0.005359505,-0.003990637,-0.002172168,-0.003732284,9.02E-05,-0.005562166,-0.003417907,-0.005183465,-0.000888278,-0.000800395,-0.000477718,-0.001572095,-0.000734919,-0.000361682,-0.000457947,-0.000950854,-0.000401959,-0.000721139,-0.001237931,0,-0.000398836,-0.008178616,0.001437026,31.05.11
89,0,-0.001984541,-0.011392726,-0.007941317,-0.005444862,0.00138611,-0.000536485,-0.001465196,-0.002373009,-0.001797315,7.62E-05,0.000323883,-0.000156035,-0.000672228,-0.001759845,-0.001843581,-0.000939723,0.000153084,-0.000802951,0.000603131,0.000427067,0.000238919,-0.000232192,-0.001919744,-0.000114294,-0.001197667,0.000151592,-0.002400047,-0.00020595,-0.00109594,0.001263705,-0.00358398,-0.000266573,0.000871547,0.000380942,-0.001018924,-0.000300965,0.000127809,-0.000209937,-0.000420889,-0.000363652,-0.000235813,0.000351319,-0.000951493,0,-0.010213842,-0.000572716,-0.002061288,-0.000840729,-0.002336833,-0.000463516,-0.002215643,-0.005056957,0.00233047,-0.001803809,-0.001674821,-0.002598129,-0.000380478,-0.00455514,-0.001979101,-0.005747736,-0.000543697,-0.00149484,-0.000706488,-0.000306528,-0.001887706,-4.90E-05,5.78E-05,-0.00132047,0,-8.10E-05,-0.002948737,0,-0.000534151,-0.001988562,-0.002946916,30.06.11
90,0,-0.00017085,-0.003930087,-0.002935856,-0.004283719,-0.00244479,-0.000608071,0.00120925,-0.000854288,-0.002781637,-0.001450351,0.000352022,0,-0.000688848,-0.003290882,-0.00212742,-0.004562199,-0.000720084,-0.001390875,2.25E-05,0.000608192,0.000268155,-0.000530875,-0.001990541,0.000216772,-0.000964618,0.000377871,0.000840198,-0.000240265,0.00112791,1.47E-05,-0.00351376,-0.000419974,-0.002368261,0,-0.00034284,0.000111432,-0.00088819,-0.000672724,0,-0.0002971,-2.94E-06,0.000414679,-7.69E-05,-0.000495724,-0.0020959,-0.001460064,-0.000483503,-0.000915766,-0.000345291,-0.000381588,7.63E-05,-0.002865578,0.000723489,-0.002646939,-0.000730862,-0.004404919,-0.001578739,-0.002027209,-0.001439017,-0.004526513,-0.000155832,-0.000352776,5.36E-05,-0.002457466,-0.001688453,1.92E-05,0,-2.98E-05,-0.000631144,-0.000232773,-0.002373058,0,-0.000135226,-0.003226252,0.001691088,31.07.11
91,0,0.000334594,-0.008916394,-0.002454118,-0.004829743,0.000215589,0.000966471,-0.000661456,-0.002534292,-0.000866328,-0.00188324,-0.000904954,0,-0.000321379,-0.002548001,1.05E-05,-0.004962479,-0.000677409,-0.000203081,-0.000189957,-0.001379852,-1.07E-05,-0.001460251,-0.000755999,-0.000448659,-0.001461512,0.000347161,-0.000949756,0.000174277,0.000609128,0.000685916,-0.005502764,-0.000763157,-0.000637859,-0.000168492,-0.000175004,-0.000323421,-0.000270751,-0.001008621,-0.000154073,-0.001822936,0.000208937,-0.007261987,-0.000981534,-0.00091754,-0.001352453,-0.000529017,-0.000679368,-0.004306713,-0.001785283,-0.000647267,-0.001765231,-0.00557781,0.002107368,-0.003112213,-0.003040348,-0.00400841,-0.00039178,-0.003145712,-0.001756823,-0.008760714,-0.00084918,-0.000215287,-0.000417592,-0.001119867,-0.000440585,-0.00045308,-0.000667636,-0.000135749,-0.000859301,-0.000576003,-0.009239287,0,-0.00108077,-0.003360502,-0.001319176,31.08.11
92,0,-0.002884785,-0.003674699,-0.000825197,-0.001323581,-0.000215671,-0.001613505,-0.000356692,-0.001815556,-0.001451628,-0.001319292,-0.001344055,0,-0.001028202,-0.00243043,-0.004248524,-0.004099777,-7.77E-05,-0.000933114,6.57E-05,-0.001662987,-0.000965119,-0.000216028,-0.000587918,-0.000552858,-0.000258954,6.43E-06,-0.000420504,0.000101967,0.000509654,7.54E-05,-0.002009881,-0.000245876,-0.000701962,8.13E-05,1.08E-05,0,-0.000623329,-0.001139256,-0.001467458,-0.000811234,-0.000568255,-0.003422267,-0.001067759,-0.000617203,-0.008508686,-0.001315039,3.10E-05,-0.004076634,-0.0041096,-0.000315649,-0.002445251,-0.004320491,-0.000550174,-0.001151329,-0.002176834,-0.001044499,-0.003278715,-0.001665306,-2.57E-05,-0.003569529,0,-0.000465462,-0.000289756,-0.000173633,-0.001042595,-6.80E-05,-0.000119161,-4.55E-05,-0.000714022,-0.000146319,-0.005446039,0,-0.000670979,-0.00609013,0.002645986,30.09.11
